sl_no,hospital_name,taluk,district,search_address,lat,lon
961,Krishna Nursinh Home,Chitradurga,Chitradurga,"Krishna Nursinh Home, Chitradurga, Chitradurga, Karnataka, India",14.2243,76.4004
962,Lakshmi Sreenivasa Nursing Home,Challakere,Chitradurga,"Lakshmi Sreenivasa Nursing Home, Challakere, Chitradurga, Karnataka, India",14.22438301,76.41458103
963,Unity Health Complex,Chitradurga,Chitradurga,"Unity Health Complex, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
964,Komala Nursing Home,Chitradurga,Chitradurga,"Komala Nursing Home, Chitradurga, Chitradurga, Karnataka, India",14.2235811,76.4007517
965,Sharada Nursinh Home,Hosdurga,Chitradurga,"Sharada Nursinh Home, Hosdurga, Chitradurga, Karnataka, India",13.7977,76.285599
966,Sri Sanjeevini Hospital,Hiriyur,Chitradurga,"Sri Sanjeevini Hospital, Hiriyur, Chitradurga, Karnataka, India",13.9403898,76.6186699
967,Basavaraj Nursing Home,Hiriyur,Chitradurga,"Basavaraj Nursing Home, Hiriyur, Chitradurga, Karnataka, India",13.9446,76.614197
968,Balaji Nursing Home & Dental Clinic,Hiriyur,Chitradurga,"Balaji Nursing Home & Dental Clinic, Hiriyur, Chitradurga, Karnataka, India",13.94404,76.61553
969,Akshya Gobal Hospital,Chitradurga,Chitradurga,"Akshya Gobal Hospital, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
970,Chitradurga Multispeciality Hospital,Chitradurga,Chitradurga,"Chitradurga Multispeciality Hospital, Chitradurga, Chitradurga, Karnataka, India",14.183925,76.452085
971,Murgesh Nursing Home,Hosdurga,Chitradurga,"Murgesh Nursing Home, Hosdurga, Chitradurga, Karnataka, India",13.7977,76.285599
972,Sri Maruthi Nursing Home,Hosdurga,Chitradurga,"Sri Maruthi Nursing Home, Hosdurga, Chitradurga, Karnataka, India",14.22408801,76.39319603
973,Udaya Nursing Home,Chitradurga,Chitradurga,"Udaya Nursing Home, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
974,Basappa Multispeciality Hospital,Chitradurga,Chitradurga,"Basappa Multispeciality Hospital, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
975,Afiya Hospital,Chitradurga,Chitradurga,"Afiya Hospital, Chitradurga, Chitradurga, Karnataka, India",14.22109,76.40593
976,Krishna Hospital,Chitradurga,Chitradurga,"Krishna Hospital, Chitradurga, Chitradurga, Karnataka, India",14.224251,76.395447
977,Narvekar Speciality Clinic,Davanagere,Davangere,"Narvekar Speciality Clinic, Davanagere, Davangere, Karnataka, India",14.4577023,75.9219841
978,Latha Nursing Home,Davanagere,Davangere,"Latha Nursing Home, Davanagere, Davangere, Karnataka, India",14.4599721,75.9182431
979,Soukhyada Hospital,Davanagere,Davangere,"Soukhyada Hospital, Davanagere, Davangere, Karnataka, India",14.4577023,75.9219841
980,Shubhodaya Nursing Home,Harihar,Davangere,"Shubhodaya Nursing Home, Harihar, Davangere, Karnataka, India",14.5131377,75.8088682
981,Sp Memorial Hospital,Davanagere,Davangere,"Sp Memorial Hospital, Davanagere, Davangere, Karnataka, India",14.4595364,75.9181425
982,Akshay Hospital,Harihar,Davangere,"Akshay Hospital, Harihar, Davangere, Karnataka, India",14.5154,75.810799
983,Ravi Nursing Home,Davanagere,Davangere,"Ravi Nursing Home, Davanagere, Davangere, Karnataka, India",14.469544,75.924714
984,"Snr Hospital,Dvg",Davanagere,Davangere,"Snr Hospital,Dvg, Davanagere, Davangere, Karnataka, India",14.4577023,75.9219841
985,Ssims,Davanagere,Davangere,"Ssims, Davanagere, Davangere, Karnataka, India",14.4577023,75.9219841
986,City Centreal Hospital Pvt Ltd,Davanagere,Davangere,"City Centreal Hospital Pvt Ltd, Davanagere, Davangere, Karnataka, India",14.4601587,75.918583
987,Bapoji Hospital,Davanagere,Davangere,"Bapoji Hospital, Davanagere, Davangere, Karnataka, India",14.4556984,75.9160063
988,Kadli Ningamma Memorial Hospital,Davanagere,Davangere,"Kadli Ningamma Memorial Hospital, Davanagere, Davangere, Karnataka, India",14.4537869,75.9149419
989,Rudraiah Memorial Hospital,Davanagere,Davangere,"Rudraiah Memorial Hospital, Davanagere, Davangere, Karnataka, India",14.475007,75.910401
990,Ramakrisha Nursing Home,Davanagere,Davangere,"Ramakrisha Nursing Home, Davanagere, Davangere, Karnataka, India",14.463521,75.913995
991,Anugraha Hospital,Davanagere,Davangere,"Anugraha Hospital, Davanagere, Davangere, Karnataka, India",14.4552383,75.9143941
992,"Tavarageri Nursing Home Pvt.Ltd Dharwad
Near Kc Park, Post Office.Dharwad",Dharwad,Dharwad,"Tavarageri Nursing Home Pvt.Ltd Dharwad
Near Kc Park, Post Office.Dharwad, Dharwad, Dharwad, Karnataka, India",17.359611,76.8466832
993,"Vivekanand General Hospital, Deshpande Nagar Hubli",Hubballi,Dharwad,"Vivekanand General Hospital, Deshpande Nagar Hubli, Hubballi, Dharwad, Karnataka, India",15.3553576,75.1404251
994,"Dr Sabita Kalyanapurakar Nursing Home, Deshpande Nagar Hubli",Hubballi,Dharwad,"Dr Sabita Kalyanapurakar Nursing Home, Deshpande Nagar Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
995,"K.B Patil Maternity And Nursing Home, Near Cbt, Hubli-20",Hubballi,Dharwad,"K.B Patil Maternity And Nursing Home, Near Cbt, Hubli-20, Hubballi, Dharwad, Karnataka, India",15.4489874,74.9874435
996,"Prashant Nursing Home, Station Road Dharwad-07",Dharwad,Dharwad,"Prashant Nursing Home, Station Road Dharwad-07, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
997,"Nikhil Nursing Home, Laxmi Talkies Road Dharwad",Dharwad,Dharwad,"Nikhil Nursing Home, Laxmi Talkies Road Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
998,"Amarjyoti Hospital, Kamalapur Double Road Shanti Colony ,Dharwad 04",Dharwad,Dharwad,"Amarjyoti Hospital, Kamalapur Double Road Shanti Colony ,Dharwad 04, Dharwad, Dharwad, Karnataka, India",15.4947724,75.0161759
999,"Dr.Laxmiwomens  Hospital,Vidya Nagar, Hubli",Hubballi,Dharwad,"Dr.Laxmiwomens  Hospital,Vidya Nagar, Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1000,"Fpai Hospital , Vikas Nagar ,Dharwad",Dharwad,Dharwad,"Fpai Hospital , Vikas Nagar ,Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1001,"Dr R M Gurav Sanjivini Multi Specility Hospital, Fort Road, Old Hubli 24",Hubballi,Dharwad,"Dr R M Gurav Sanjivini Multi Specility Hospital, Fort Road, Old Hubli 24, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1002,"Moon Metenity Near,Chetana Collage Vidya Nagar ,Hubli",Hubballi,Dharwad,"Moon Metenity Near,Chetana Collage Vidya Nagar ,Hubli, Hubballi, Dharwad, Karnataka, India",15.36049556,75.12131406
1003,Dr Niramala Mahabalshetty  Amrut Nursing Home Dharwad -1  Mission Compound Near Laxmi Takies,Dharwad,Dharwad,"Dr Niramala Mahabalshetty  Amrut Nursing Home Dharwad -1  Mission Compound Near Laxmi Takies, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1004,"Suchirayu Health Care Solutions Ltd,Gokul Road,Hubli",Hubballi,Dharwad,"Suchirayu Health Care Solutions Ltd,Gokul Road,Hubli, Hubballi, Dharwad, Karnataka, India",15.35188908,75.09973378
1005,Spandana Hospital & Janani Fertility Center Unkal Croos Hubli,Hubballi,Dharwad,"Spandana Hospital & Janani Fertility Center Unkal Croos Hubli, Hubballi, Dharwad, Karnataka, India",15.3514,75.147598
1006,"Tatwadarsha Health Care Solutions Pvt.Ltd,Hubli",Hubballi,Dharwad,"Tatwadarsha Health Care Solutions Pvt.Ltd,Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1007,"Dr.A.S.Mudareddy Eye & General Hospital Vidya Nagar,Hubli",Hubballi,Dharwad,"Dr.A.S.Mudareddy Eye & General Hospital Vidya Nagar,Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1008,"Shobha Nursing Home,& Hospital Tabib Land,Hubli",Hubballi,Dharwad,"Shobha Nursing Home,& Hospital Tabib Land,Hubli, Hubballi, Dharwad, Karnataka, India",15.3514,75.147598
1009,"Matoshree Womens Hospital  Prabhat Nagar ,Vidyanagar Hubli-21",Hubballi,Dharwad,"Matoshree Womens Hospital  Prabhat Nagar ,Vidyanagar Hubli-21, Hubballi, Dharwad, Karnataka, India",15.364201,75.123945
1010,"Pragati Nursing Home & Hospital,Kalyan Nagar,Dharwad",Dharwad,Dharwad,"Pragati Nursing Home & Hospital,Kalyan Nagar,Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1011,"Dr.M.I.Mirajkar Nursing Home,Hosur,Hubli",Hubballi,Dharwad,"Dr.M.I.Mirajkar Nursing Home,Hosur,Hubli, Hubballi, Dharwad, Karnataka, India",15.3550157,75.1315532
1012,"Chetana Dental & General Nursing Home,Navanagar,Hubli",Hubballi,Dharwad,"Chetana Dental & General Nursing Home,Navanagar,Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1013,"C.B.Guttal Ayurvedic Medical Collage & Hospital, D.C.Compound Dharwad",Dharwad,Dharwad,"C.B.Guttal Ayurvedic Medical Collage & Hospital, D.C.Compound Dharwad, Dharwad, Dharwad, Karnataka, India",15.518831,74.939697
1014,"Shiva Krupa Hospital & Intensive Care Unit,Bembalagi Complex,Lammington,Hubli",Hubballi,Dharwad,"Shiva Krupa Hospital & Intensive Care Unit,Bembalagi Complex,Lammington,Hubli, Hubballi, Dharwad, Karnataka, India",15.3514,75.147598
1015,"Dr Rajshekha B Patil Mrutanjaya Hospital,Diddi Oni  Near Old Hubli Circle,Hubli 20",Hubballi,Dharwad,"Dr Rajshekha B Patil Mrutanjaya Hospital,Diddi Oni  Near Old Hubli Circle,Hubli 20, Hubballi, Dharwad, Karnataka, India",15.337401,75.131834
1016,"Dr.S.R.Ramanagoudar Nursing Home & Hospital, Malapur Cross,Dharwad",Dharwad,Dharwad,"Dr.S.R.Ramanagoudar Nursing Home & Hospital, Malapur Cross,Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1017,"Jeevanjyoti Hospital & Research Centre, Near Neharu Stadium,Hubli 20",Hubballi,Dharwad,"Jeevanjyoti Hospital & Research Centre, Near Neharu Stadium,Hubli 20, Hubballi, Dharwad, Karnataka, India",12.898212,74.845744
1018,"Sushruta Multi Specility Hospital & Research Centre,Vidya Nagar, Hubli",Hubballi,Dharwad,"Sushruta Multi Specility Hospital & Research Centre,Vidya Nagar, Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1019,"Galagali Materenity & Surgical Home,Jayanagar Dharwad",Dharwad,Dharwad,"Galagali Materenity & Surgical Home,Jayanagar Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1020,"Yalamali Nursing Home, Station Road Hubli",Hubballi,Dharwad,"Yalamali Nursing Home, Station Road Hubli, Hubballi, Dharwad, Karnataka, India",15.34727486,75.14542456
1021,Jayapriya Hospital Ashok Nagar Hubli,Hubballi,Dharwad,"Jayapriya Hospital Ashok Nagar Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1022,"Annapurna Nursing Home, Near Womens College J C Nagar Hubli 20",Hubballi,Dharwad,"Annapurna Nursing Home, Near Womens College J C Nagar Hubli 20, Hubballi, Dharwad, Karnataka, India",15.954067,76.655576
1023,"Dr Sarvamangala Devaraju, Mangala Maternity And Surgical Home, Saptapur Dharwad",Dharwad,Dharwad,"Dr Sarvamangala Devaraju, Mangala Maternity And Surgical Home, Saptapur Dharwad, Dharwad, Dharwad, Karnataka, India",15.446666,74.995815
1024,"Lifeline 24X7 Hi-Tech I.C.U & Hospital,Opp New Bus Stand Gokul Road Hubli",Hubballi,Dharwad,"Lifeline 24X7 Hi-Tech I.C.U & Hospital,Opp New Bus Stand Gokul Road Hubli, Hubballi, Dharwad, Karnataka, India",13.0955708,77.5937085
1025,"Dr. Bijapur Hospital, Arvind Nagar Karwar Road Old Hubli,  Hubli-24",Hubballi,Dharwad,"Dr. Bijapur Hospital, Arvind Nagar Karwar Road Old Hubli,  Hubli-24, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1026,Dr. Ashoka Bangashettar Ashoka Hospital Hubli,Hubballi,Dharwad,"Dr. Ashoka Bangashettar Ashoka Hospital Hubli, Hubballi, Dharwad, Karnataka, India",15.3514,75.147598
1027,"Dr. V.N. Shivangutti 
Akanksha Fertility Center (Ivf) Opp. Old Bus Stand Basavan Hubli 29",Hubballi,Dharwad,"Dr. V.N. Shivangutti 
Akanksha Fertility Center (Ivf) Opp. Old Bus Stand Basavan Hubli 29, Hubballi, Dharwad, Karnataka, India",15.3693295,75.1387134
1028,"Dr. Vijaya S Dhotrad
Dhotrad Health & Metarnity Hospital Gokul Road Hubli",Hubballi,Dharwad,"Dr. Vijaya S Dhotrad
Dhotrad Health & Metarnity Hospital Gokul Road Hubli, Hubballi, Dharwad, Karnataka, India",15.3514,75.147598
1029,Sdm College Of Medical Sciences & Hospital Sattur Dharwad,Dharwad,Dharwad,"Sdm College Of Medical Sciences & Hospital Sattur Dharwad, Dharwad, Dharwad, Karnataka, India",15.4157159,75.0402058
1030,Sarvodaya Multispeciality Hospital Ivf Research Center Near Sdm Engr College Girinagar Dharwad,Dharwad,Dharwad,"Sarvodaya Multispeciality Hospital Ivf Research Center Near Sdm Engr College Girinagar Dharwad, Dharwad, Dharwad, Karnataka, India",15.355979,75.1376636
1031,"Dr Pavitra B
Ashirwada Womens General Hospital Ashrith Complex Mig 226 Opp Veg Market Navanagar Hubli",Hubballi,Dharwad,"Dr Pavitra B
Ashirwada Womens General Hospital Ashrith Complex Mig 226 Opp Veg Market Navanagar Hubli, Hubballi, Dharwad, Karnataka, India",15.39826516,75.07299283
1032,"Dr Jyoti Hiremath 
Nikhil Nursing Home Cts No 109 2Nd Floor Onyx Complex Near Laxmi Talkies Dharwad",Dharwad,Dharwad,"Dr Jyoti Hiremath 
Nikhil Nursing Home Cts No 109 2Nd Floor Onyx Complex Near Laxmi Talkies Dharwad, Dharwad, Dharwad, Karnataka, India",15.34344732,75.1421539
1033,Dr Nachiket Hospital Plot No. 35 Jamkhandi Lyout Sanmati Nagar Dharwad 08,Dharwad,Dharwad,"Dr Nachiket Hospital Plot No. 35 Jamkhandi Lyout Sanmati Nagar Dharwad 08, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1034,Shree Priya Clinic Day Care Centre Akshya Enclave Kusugal Road Keshapur Hubli 23,Hubballi,Dharwad,"Shree Priya Clinic Day Care Centre Akshya Enclave Kusugal Road Keshapur Hubli 23, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1035,Shreeya Hospital Irakal Complex Pb Road Dharwad,Dharwad,Dharwad,"Shreeya Hospital Irakal Complex Pb Road Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1036,Hubli Super Speciality Hospital Kalyanagar Vidyanagar Hubli 31,Hubballi,Dharwad,"Hubli Super Speciality Hospital Kalyanagar Vidyanagar Hubli 31, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1037,"Sanjeevini Spaciallity Hospital Shirur Park Main Road, Prashant Colony Vidyanagar Hubli 31",Hubballi,Dharwad,"Sanjeevini Spaciallity Hospital Shirur Park Main Road, Prashant Colony Vidyanagar Hubli 31, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1038,Siri Daneshvari Nursing Home Gokul Road Vikas Nagar Hubli 22,Hubballi,Dharwad,"Siri Daneshvari Nursing Home Gokul Road Vikas Nagar Hubli 22, Hubballi, Dharwad, Karnataka, India",15.351046,75.129315
1039,Dr K H Jitturi Hospital Hosur Cross Hubli 21,Hubballi,Dharwad,"Dr K H Jitturi Hospital Hosur Cross Hubli 21, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1040,Manvi Multispectiality Deshpande Nagar Hubli 29,Hubballi,Dharwad,"Manvi Multispectiality Deshpande Nagar Hubli 29, Hubballi, Dharwad, Karnataka, India",15.355979,75.1376636
1041,Dr. Ghanti Hospital Multispetiality Neat Amrut Talkies Vidyanagar Hubli,Hubballi,Dharwad,"Dr. Ghanti Hospital Multispetiality Neat Amrut Talkies Vidyanagar Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1042,Vishnavi Charitable Hospital Karwar Road Hubli,Hubballi,Dharwad,"Vishnavi Charitable Hospital Karwar Road Hubli, Hubballi, Dharwad, Karnataka, India",15.32126343,75.10894421
1043,"Dr Govind P Miraj, Shreyas Meternity & Nursing Home Shrinivas Comlex 1St Floor Rayarrmath Raod Near Cbt Hubballi-20",Hubballi,Dharwad,"Dr Govind P Miraj, Shreyas Meternity & Nursing Home Shrinivas Comlex 1St Floor Rayarrmath Raod Near Cbt Hubballi-20, Hubballi, Dharwad, Karnataka, India",15.40932516,75.12128498
1044,Dr. R B Patil Hospital Vidya Nagar Hubli 21,Hubballi,Dharwad,"Dr. R B Patil Hospital Vidya Nagar Hubli 21, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1045,"Dr Meena R Kalghatgi, Kalghatagi Hospital (Unit Of Banashankari Hospital Pvt Ltd) Chitguppi Park Pinto Road Hubli 20",Hubballi,Dharwad,"Dr Meena R Kalghatgi, Kalghatagi Hospital (Unit Of Banashankari Hospital Pvt Ltd) Chitguppi Park Pinto Road Hubli 20, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1046,Dr Ajit S Joshi City Clinic Madhavpur Hubli 20,Hubballi,Dharwad,"Dr Ajit S Joshi City Clinic Madhavpur Hubli 20, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1047,Dr V E Gadagi Shakuntala Nursing Home Dajeban Peth Hubli 20,Hubballi,Dharwad,"Dr V E Gadagi Shakuntala Nursing Home Dajeban Peth Hubli 20, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1048,"Dr Indra S Patil, Patil Meternity & Children Hospital Maratha Colony Dharwad",Dharwad,Dharwad,"Dr Indra S Patil, Patil Meternity & Children Hospital Maratha Colony Dharwad, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1049,Shakuntala Memorial Hospital & Research Center Golden Town Hosur Hubli 21,Hubballi,Dharwad,"Shakuntala Memorial Hospital & Research Center Golden Town Hosur Hubli 21, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1050,Dr. Susheela R Patil Veerash Clinic Shimpi Galli Hubli,Hubballi,Dharwad,"Dr. Susheela R Patil Veerash Clinic Shimpi Galli Hubli, Hubballi, Dharwad, Karnataka, India",15.34776,75.13378
1051,Family Planning Assosiasion Of India Vikas Nagar 1St Cross Phq Raod Dharwad 08,Dharwad,Dharwad,"Family Planning Assosiasion Of India Vikas Nagar 1St Cross Phq Raod Dharwad 08, Dharwad, Dharwad, Karnataka, India",15.4584925,75.0074654
1052,Prasad Nursing Home,Gadag,Gadag,"Prasad Nursing Home, Gadag, Gadag, Karnataka, India",15.4335493,75.6440565
1053,Kasturiba Nursing Home,Gadag,Gadag,"Kasturiba Nursing Home, Gadag, Gadag, Karnataka, India",12.5264884,76.8953317
1054,Kulkarni Hosp,Gadag,Gadag,"Kulkarni Hosp, Gadag, Gadag, Karnataka, India",15.4303776,75.6445941
1055,K.H.Patil Nursing Home,Gadag,Gadag,"K.H.Patil Nursing Home, Gadag, Gadag, Karnataka, India",15.819731,74.856478
1056,Vastalya Nursing Home,Gadag,Gadag,"Vastalya Nursing Home, Gadag, Gadag, Karnataka, India",15.4367,75.6436
1057,Sparsha Nursing Home,Gadag,Gadag,"Sparsha Nursing Home, Gadag, Gadag, Karnataka, India",15.4367,75.6436
1058,Gadag Hosp,Gadag,Gadag,"Gadag Hosp, Gadag, Gadag, Karnataka, India",15.4276742,75.6471593
1059,Lakshmi Nursing Home,Hassan,Hassan,"Lakshmi Nursing Home, Hassan, Hassan, Karnataka, India",13.0152568,76.102264
1060,Sampige Nursing Home,Hassan,Hassan,"Sampige Nursing Home, Hassan, Hassan, Karnataka, India",13.0046473,76.1074905
1061,Vatsalya Hospital,Hassan,Hassan,"Vatsalya Hospital, Hassan, Hassan, Karnataka, India",13.00943,76.102487
1062,Ratna Raju Memorial Hospital,Hassan,Hassan,"Ratna Raju Memorial Hospital, Hassan, Hassan, Karnataka, India",12.982401,76.1136818
1063,Savitri Sanasappa Hospital,Arsikere,Hassan,"Savitri Sanasappa Hospital, Arsikere, Hassan, Karnataka, India",13.3139,76.253502
1064,Hoysala Hospital,Hassan,Hassan,"Hoysala Hospital, Hassan, Hassan, Karnataka, India",13.0043658,76.1064551
1065,"Mamatheya Madilu, Channarayapatna",Channarayapatna,Hassan,"Mamatheya Madilu, Channarayapatna, Channarayapatna, Hassan, Karnataka, India",12.9012,76.389503
1066,Mani Super Speciality Hospital,Hassan,Hassan,"Mani Super Speciality Hospital, Hassan, Hassan, Karnataka, India",13.005171,76.107284
1067,Sri Dharmasthala Ayurvedic Hospital,Hassan,Hassan,"Sri Dharmasthala Ayurvedic Hospital, Hassan, Hassan, Karnataka, India",12.996346,76.085547
1068,Nagabhushan Hospital,Arsikere,Hassan,"Nagabhushan Hospital, Arsikere, Hassan, Karnataka, India",13.3227433,76.2502215
1069,Mangala Hospital,Hassan,Hassan,"Mangala Hospital, Hassan, Hassan, Karnataka, India",13.004711,76.10747
1070,Malnad Nursing Home,Hassan,Hassan,"Malnad Nursing Home, Hassan, Hassan, Karnataka, India",13.0078598,76.1053403
1071,Beeramma Ningegowda Hospital,Arsikere,Hassan,"Beeramma Ningegowda Hospital, Arsikere, Hassan, Karnataka, India",13.316348,76.2533132
1072,Janatha Hospital,Hassan,Hassan,"Janatha Hospital, Hassan, Hassan, Karnataka, India",13.0080036,76.1025394
1073,Sanjeevini C0-Operative Hospital,Hassan,Hassan,"Sanjeevini C0-Operative Hospital, Hassan, Hassan, Karnataka, India",12.982401,76.1136818
1074,S.S.M. Hospital,Hassan,Hassan,"S.S.M. Hospital, Hassan, Hassan, Karnataka, India",13.005342,76.106041
1075,Santhasa Hospital,Hassan,Hassan,"Santhasa Hospital, Hassan, Hassan, Karnataka, India",12.982401,76.1136818
1076,Janapriya Hospital,Hassan,Hassan,"Janapriya Hospital, Hassan, Hassan, Karnataka, India",13.004178,76.106691
1077,Hemavathi Hospital,Hassan,Hassan,"Hemavathi Hospital, Hassan, Hassan, Karnataka, India",13.0105029,76.0970903
1078,N.D.R.K. Hospital,Hassan,Hassan,"N.D.R.K. Hospital, Hassan, Hassan, Karnataka, India",13.002276,76.1057022
1079,Srinivasa Nursing Home,Sakleshpur,Hassan,"Srinivasa Nursing Home, Sakleshpur, Hassan, Karnataka, India",12.9475495,75.7864772
1080,C.S.I. Redfern Memorial Hospital,Hassan,Hassan,"C.S.I. Redfern Memorial Hospital, Hassan, Hassan, Karnataka, India",13.010725,76.102671
1081,Jenukal Hospital,Arsikere,Hassan,"Jenukal Hospital, Arsikere, Hassan, Karnataka, India",13.318602,76.2526856
1082,Kumar Nursing Home,Channarayapatna,Hassan,"Kumar Nursing Home, Channarayapatna, Hassan, Karnataka, India",12.9012,76.389503
1083,Sri Devi Hospital,Channarayapatna,Hassan,"Sri Devi Hospital, Channarayapatna, Hassan, Karnataka, India",12.900026,76.389022
